epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,223.876,0.66027,0.4798,0.86233,0.98089,0.91848,0.96525,0.80942,0.6469,0.43693,0.86107,0.0700461,0.00332821,0.00332821
2,412.591,0.59404,0.37217,0.84947,0.97596,0.94885,0.98085,0.86274,0.50992,0.3318,0.83173,0.0393866,0.00600205,0.00600205
3,596.525,0.5504,0.33864,0.83747,0.97453,0.93707,0.97264,0.85339,0.53724,0.3219,0.83982,0.0080671,0.00801589,0.00801589
4,781.052,0.52644,0.32038,0.83312,0.97688,0.94963,0.98424,0.88434,0.47241,0.28843,0.82237,0.00703,0.00703,0.00703
5,967.998,0.49877,0.30215,0.82729,0.97767,0.95276,0.98491,0.89648,0.44897,0.27539,0.81832,0.00604,0.00604,0.00604
6,1153.3,0.47911,0.28758,0.82283,0.97955,0.95309,0.98516,0.8987,0.44821,0.26379,0.81809,0.00505,0.00505,0.00505
7,1336.78,0.46134,0.2743,0.81838,0.98145,0.95483,0.98711,0.91081,0.41001,0.24855,0.80971,0.00406,0.00406,0.00406
8,1520.12,0.4446,0.26237,0.81505,0.98179,0.95698,0.98759,0.91804,0.40019,0.23715,0.80809,0.00307,0.00307,0.00307
9,1706.47,0.42977,0.25035,0.81164,0.98163,0.95696,0.98814,0.92007,0.3881,0.2276,0.80536,0.00208,0.00208,0.00208
10,1891.86,0.41385,0.2374,0.8089,0.98184,0.96072,0.98972,0.92666,0.37229,0.21711,0.80081,0.00109,0.00109,0.00109
