epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,230.14,0.67785,0.49114,0.86332,0.96605,0.91921,0.966,0.79291,0.67937,0.61243,0.8644,0.0700461,0.00332821,0.00332821
2,422.714,0.61315,0.38671,0.85001,0.9759,0.9393,0.97943,0.8622,0.55905,0.34961,0.84191,0.0393866,0.00600205,0.00600205
3,609.196,0.56453,0.35119,0.83851,0.97725,0.94899,0.98315,0.87971,0.4878,0.30986,0.82595,0.0080671,0.00801589,0.00801589
4,796.215,0.54265,0.33402,0.83402,0.97994,0.95124,0.98317,0.87511,0.48801,0.30905,0.82447,0.00703,0.00703,0.00703
5,984.417,0.51467,0.31309,0.82817,0.97733,0.95463,0.98634,0.8941,0.45869,0.28127,0.81692,0.00604,0.00604,0.00604
6,1169.81,0.4946,0.29828,0.82351,0.98086,0.95229,0.98591,0.90278,0.4402,0.26884,0.81372,0.00505,0.00505,0.00505
7,1356.05,0.47658,0.28497,0.8189,0.98111,0.9569,0.98739,0.91105,0.40934,0.24881,0.80956,0.00406,0.00406,0.00406
8,1543,0.46046,0.27364,0.81595,0.98164,0.95655,0.98765,0.91035,0.41777,0.24745,0.80975,0.00307,0.00307,0.00307
9,1728.8,0.44644,0.26183,0.81259,0.98189,0.95903,0.98878,0.92163,0.39072,0.23347,0.80631,0.00208,0.00208,0.00208
10,1916.1,0.42986,0.24771,0.8102,0.98427,0.9586,0.98939,0.9256,0.37622,0.21923,0.80184,0.00109,0.00109,0.00109
