epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,227.376,0.65796,0.47887,0.86129,0.96351,0.89891,0.95939,0.7973,0.64365,1.24704,0.86103,0.0700461,0.00332821,0.00332821
2,416.2,0.59128,0.37275,0.84743,0.97532,0.94821,0.9778,0.85403,0.52054,0.34679,0.83107,0.0393866,0.00600205,0.00600205
3,598.839,0.5438,0.33905,0.83575,0.97488,0.94532,0.97623,0.86394,0.51256,0.32148,0.82885,0.0080671,0.00801589,0.00801589
4,782.669,0.52237,0.32058,0.83186,0.97917,0.94945,0.98081,0.87415,0.48487,0.30753,0.82385,0.00703,0.00703,0.00703
5,965.419,0.49471,0.30286,0.82567,0.9793,0.955,0.98638,0.90199,0.44131,0.27227,0.81416,0.00604,0.00604,0.00604
6,1148.42,0.47513,0.28826,0.82036,0.97978,0.95306,0.98593,0.90616,0.43206,0.26417,0.81453,0.00505,0.00505,0.00505
7,1332.1,0.45826,0.27474,0.81643,0.98231,0.95535,0.98703,0.919,0.40346,0.24518,0.8069,0.00406,0.00406,0.00406
8,1515.18,0.44246,0.26423,0.81399,0.98352,0.95628,0.98731,0.91893,0.39637,0.2384,0.8063,0.00307,0.00307,0.00307
9,1698.73,0.42819,0.25149,0.81066,0.98349,0.9535,0.98733,0.92506,0.37834,0.23027,0.80235,0.00208,0.00208,0.00208
10,1881.48,0.41316,0.23988,0.80877,0.98334,0.95577,0.9882,0.93022,0.36737,0.21864,0.80008,0.00109,0.00109,0.00109
