epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,222.884,0.63993,0.4494,0.87626,0.96678,0.92829,0.96909,0.82258,0.61081,0.39855,0.87269,0.0700461,0.00332821,0.00332821
2,410.901,0.57147,0.35088,0.85495,0.97956,0.93842,0.9766,0.85811,0.51766,0.33345,0.84207,0.0393866,0.00600205,0.00600205
3,595.732,0.53141,0.32101,0.84333,0.97682,0.94084,0.97271,0.86006,0.50871,0.36826,0.83996,0.0080671,0.00801589,0.00801589
4,779.907,0.50686,0.30486,0.83761,0.97784,0.95017,0.98256,0.87872,0.48891,0.29539,0.83734,0.00703,0.00703,0.00703
5,964.112,0.47892,0.28588,0.83035,0.97812,0.95164,0.98236,0.88909,0.45303,0.28753,0.82446,0.00604,0.00604,0.00604
6,1148.16,0.45844,0.27085,0.82492,0.97849,0.9511,0.98509,0.89684,0.44266,0.26053,0.8224,0.00505,0.00505,0.00505
7,1333.46,0.4419,0.26002,0.82084,0.98068,0.95364,0.98321,0.90101,0.41736,0.25188,0.81552,0.00406,0.00406,0.00406
8,1517.87,0.42705,0.24934,0.81771,0.98164,0.95449,0.9855,0.90627,0.40789,0.23709,0.81399,0.00307,0.00307,0.00307
9,1701.76,0.4123,0.23796,0.8142,0.98117,0.95533,0.98554,0.91152,0.39178,0.23133,0.80992,0.00208,0.00208,0.00208
10,1887.32,0.39683,0.22593,0.81072,0.98001,0.95973,0.98683,0.91624,0.37955,0.21817,0.80699,0.00109,0.00109,0.00109
