epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,225.459,0.67944,0.49154,0.86152,0.95455,0.88604,0.94147,0.79261,0.62761,0.76484,0.85671,0.0698198,0.00310189,0.00310189
2,414.356,0.61201,0.38695,0.84891,0.97518,0.94036,0.97634,0.84087,0.58834,0.36015,0.84488,0.0389804,0.00559591,0.00559591
3,600.564,0.56779,0.35436,0.83867,0.97421,0.95061,0.98224,0.87393,0.49595,0.32536,0.82664,0.007528,0.00747679,0.00747679
4,785.426,0.54238,0.33458,0.8337,0.97635,0.94741,0.98414,0.88722,0.47642,0.29979,0.82382,0.00656094,0.00656094,0.00656094
5,969.369,0.51653,0.31438,0.82805,0.97929,0.95585,0.98479,0.89008,0.46046,0.2779,0.81909,0.00564125,0.00564125,0.00564125
6,1153.25,0.493,0.29789,0.82304,0.9799,0.95225,0.98498,0.89376,0.45646,0.27747,0.81831,0.00472156,0.00472156,0.00472156
7,1336.95,0.47807,0.28663,0.81985,0.9814,0.95554,0.98747,0.91206,0.4123,0.24841,0.80988,0.00380187,0.00380187,0.00380187
8,1521.13,0.46057,0.27382,0.81588,0.98077,0.95695,0.98721,0.91151,0.41408,0.24257,0.81023,0.00288218,0.00288218,0.00288218
9,1705.36,0.4471,0.26204,0.81282,0.98144,0.95775,0.98868,0.91906,0.3936,0.2324,0.80557,0.00196249,0.00196249,0.00196249
10,1889.49,0.43052,0.24795,0.81054,0.98007,0.96048,0.98952,0.92122,0.38564,0.22162,0.80396,0.00104281,0.00104281,0.00104281
