epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,225.355,0.68404,0.49515,0.86405,0.92616,0.86318,0.93246,0.78386,0.62854,0.82606,0.85233,0.0700461,0.00332821,0.00332821
2,413.261,0.61466,0.38832,0.84981,0.97671,0.9405,0.97957,0.85936,0.55412,0.34047,0.83748,0.0393866,0.00600205,0.00600205
3,597.753,0.56957,0.35445,0.83934,0.98114,0.94406,0.98026,0.86644,0.51119,0.32315,0.82797,0.0080671,0.00801589,0.00801589
4,781.251,0.54466,0.33522,0.83439,0.9779,0.94624,0.98175,0.88189,0.47741,0.30148,0.82292,0.00703,0.00703,0.00703
5,965.548,0.51562,0.31448,0.8283,0.97768,0.95466,0.98512,0.89256,0.45492,0.27957,0.81753,0.00604,0.00604,0.00604
6,1149,0.4945,0.29797,0.82318,0.97826,0.9532,0.98554,0.90439,0.44103,0.27282,0.81556,0.00505,0.00505,0.00505
7,1331.97,0.47797,0.2851,0.82008,0.98286,0.95465,0.98686,0.91298,0.41527,0.25408,0.8103,0.00406,0.00406,0.00406
8,1515.26,0.46152,0.2738,0.81543,0.97915,0.95855,0.98834,0.91033,0.41703,0.2459,0.80948,0.00307,0.00307,0.00307
9,1698.61,0.44833,0.26329,0.81307,0.98144,0.95707,0.98864,0.92182,0.38947,0.23263,0.80455,0.00208,0.00208,0.00208
10,1882.79,0.43092,0.2486,0.8105,0.98151,0.96122,0.98918,0.92226,0.38458,0.22252,0.80285,0.00109,0.00109,0.00109
