epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,224.652,0.65808,0.47992,0.86286,0.96199,0.93147,0.96153,0.80616,0.62429,0.59122,0.86045,0.0700461,0.00332821,0.00332821
2,412.42,0.59385,0.37595,0.84803,0.97519,0.94531,0.97972,0.85544,0.54399,0.33562,0.83543,0.0393866,0.00600205,0.00600205
3,596.543,0.55178,0.34427,0.83781,0.97458,0.9471,0.98101,0.86064,0.53296,0.3382,0.83688,0.0080671,0.00801589,0.00801589
4,780.856,0.52819,0.32531,0.83221,0.9778,0.94925,0.98196,0.87613,0.48439,0.30433,0.82421,0.00703,0.00703,0.00703
5,964.549,0.49991,0.30671,0.82629,0.97855,0.95047,0.98255,0.88816,0.46652,0.28765,0.81988,0.00604,0.00604,0.00604
6,1147.8,0.48281,0.29232,0.82179,0.98074,0.94933,0.98401,0.89114,0.46148,0.27569,0.82179,0.00505,0.00505,0.00505
7,1331.62,0.46756,0.28098,0.81905,0.98223,0.95174,0.98563,0.90425,0.43031,0.25888,0.81314,0.00406,0.00406,0.00406
8,1515.71,0.45242,0.26914,0.81541,0.98094,0.9577,0.98523,0.90187,0.41738,0.24967,0.80967,0.00307,0.00307,0.00307
9,1699.4,0.43976,0.25835,0.81237,0.98204,0.95538,0.98804,0.91868,0.39909,0.23651,0.80586,0.00208,0.00208,0.00208
10,1882.87,0.42396,0.24505,0.80994,0.98337,0.9573,0.98928,0.92382,0.38397,0.22179,0.80305,0.00109,0.00109,0.00109
