epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,225.483,0.64124,0.45624,0.87767,0.95669,0.91571,0.9615,0.80646,0.6324,0.87015,0.87524,0.0700461,0.00332821,0.00332821
2,413.624,0.5799,0.35849,0.85926,0.9774,0.94099,0.97284,0.85218,0.5328,0.37111,0.84284,0.0393866,0.00600205,0.00600205
3,596.598,0.53672,0.32643,0.84533,0.97953,0.94092,0.97964,0.86746,0.51494,0.31477,0.84092,0.0080671,0.00801589,0.00801589
4,780.107,0.51442,0.30995,0.84006,0.97892,0.94944,0.98062,0.86934,0.50715,0.29902,0.83591,0.00703,0.00703,0.00703
5,964.061,0.49125,0.29242,0.83431,0.97808,0.95312,0.98547,0.89718,0.45628,0.27539,0.82536,0.00604,0.00604,0.00604
6,1147.25,0.47302,0.28114,0.82923,0.98227,0.94869,0.98546,0.90381,0.4336,0.26132,0.81941,0.00505,0.00505,0.00505
7,1330.49,0.45632,0.26815,0.82441,0.98234,0.95401,0.98661,0.90841,0.4175,0.25089,0.81572,0.00406,0.00406,0.00406
8,1514.23,0.44237,0.25867,0.82096,0.98115,0.95298,0.98735,0.91509,0.40647,0.23908,0.81331,0.00307,0.00307,0.00307
9,1698.71,0.42855,0.24678,0.81764,0.98224,0.95416,0.98749,0.91765,0.39428,0.23286,0.8097,0.00208,0.00208,0.00208
10,1883.15,0.41518,0.23541,0.81517,0.98274,0.95659,0.98879,0.92332,0.38181,0.2191,0.80704,0.00109,0.00109,0.00109
