epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,227.142,0.69932,0.50345,0.87348,0.95339,0.8996,0.95048,0.74979,0.77518,0.83458,0.90047,0.0700461,0.00332821,0.00332821
2,415.012,0.62323,0.39118,0.85595,0.9765,0.94521,0.98045,0.86666,0.5196,0.32587,0.83667,0.0393866,0.00600205,0.00600205
3,600.717,0.58452,0.35862,0.84556,0.97714,0.94557,0.97983,0.85761,0.53554,0.32353,0.84025,0.0080671,0.00801589,0.00801589
4,785.465,0.5485,0.33442,0.8368,0.98016,0.95174,0.9844,0.88508,0.476,0.29015,0.8223,0.00703,0.00703,0.00703
5,969.351,0.51383,0.3107,0.8306,0.97809,0.9536,0.98536,0.89867,0.44622,0.26885,0.81943,0.00604,0.00604,0.00604
6,1153.24,0.49048,0.29408,0.82404,0.98088,0.95515,0.98643,0.90378,0.43188,0.25846,0.81514,0.00505,0.00505,0.00505
7,1338.18,0.47083,0.28061,0.81999,0.98293,0.95253,0.98674,0.91172,0.40805,0.2463,0.80975,0.00406,0.00406,0.00406
8,1522.21,0.45392,0.26747,0.81693,0.98092,0.95675,0.98814,0.91174,0.40348,0.23978,0.80934,0.00307,0.00307,0.00307
9,1706.8,0.43889,0.2561,0.81344,0.98061,0.95783,0.98804,0.9155,0.39686,0.23283,0.8071,0.00208,0.00208,0.00208
10,1890.58,0.4215,0.24304,0.81008,0.98155,0.95947,0.98935,0.92529,0.37894,0.21986,0.80332,0.00109,0.00109,0.00109
