epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,224.025,0.72006,0.5169,0.87277,0.95598,0.91687,0.95667,0.77869,0.70568,0.62642,0.88721,0.0698697,0.00315182,0.00315182
2,412.487,0.64325,0.40563,0.85686,0.97418,0.93354,0.97732,0.85463,0.5384,0.34183,0.83984,0.0390689,0.00568434,0.00568434
3,595.784,0.60238,0.37278,0.84655,0.97741,0.94435,0.97887,0.86668,0.50979,0.31998,0.83279,0.00764345,0.00759224,0.00759224
4,779.131,0.56554,0.34599,0.83969,0.97803,0.94164,0.97575,0.86534,0.51996,0.31535,0.83504,0.0066592,0.0066592,0.0066592
5,962.651,0.52686,0.31944,0.83133,0.97862,0.95006,0.98545,0.89371,0.455,0.28077,0.81905,0.00572227,0.00572227,0.00572227
6,1146.42,0.50178,0.3025,0.82573,0.97918,0.95335,0.98618,0.90811,0.4283,0.26274,0.81346,0.00478533,0.00478533,0.00478533
7,1330.55,0.48439,0.28815,0.8219,0.98115,0.95022,0.98533,0.90743,0.4299,0.25878,0.81354,0.0038484,0.0038484,0.0038484
8,1513.87,0.46488,0.27508,0.81748,0.98133,0.95382,0.98711,0.91212,0.41043,0.24387,0.80917,0.00291147,0.00291147,0.00291147
9,1697.93,0.44913,0.26301,0.81416,0.98259,0.95176,0.98677,0.9187,0.40041,0.23958,0.80708,0.00197453,0.00197453,0.00197453
10,1882.2,0.43157,0.24879,0.8114,0.98338,0.95559,0.98849,0.92632,0.38261,0.22269,0.80398,0.0010376,0.0010376,0.0010376
