epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,226.736,0.66011,0.48168,0.85787,0.96386,0.91162,0.95433,0.7838,0.65399,0.66393,0.87329,0.0695236,0.00280568,0.00280568
2,415.162,0.60133,0.38291,0.84613,0.9766,0.94549,0.9807,0.85987,0.53456,0.33455,0.83533,0.0384452,0.00506067,0.00506067
3,600.593,0.55779,0.34852,0.83694,0.97785,0.94501,0.97895,0.85549,0.52301,0.3464,0.8326,0.00681143,0.00676023,0.00676023
4,783.998,0.53678,0.33408,0.83226,0.97799,0.95008,0.98142,0.87451,0.4946,0.31579,0.82637,0.00593054,0.00593054,0.00593054
5,967.593,0.51185,0.31285,0.82709,0.97966,0.95417,0.98601,0.89713,0.46542,0.28,0.82003,0.00509738,0.00509738,0.00509738
6,1152.06,0.49223,0.29957,0.82257,0.979,0.95039,0.98421,0.90274,0.43423,0.26897,0.81559,0.00426423,0.00426423,0.00426423
7,1336.18,0.47722,0.28706,0.81926,0.98024,0.95521,0.98696,0.90187,0.43708,0.26532,0.81446,0.00343108,0.00343108,0.00343108
8,1519.85,0.46292,0.27642,0.81613,0.98105,0.95698,0.98734,0.91022,0.42389,0.25056,0.8108,0.00259792,0.00259792,0.00259792
9,1703.7,0.4488,0.26457,0.81312,0.98135,0.95721,0.98782,0.9155,0.3985,0.23845,0.8074,0.00176477,0.00176477,0.00176477
10,1887.18,0.43206,0.25141,0.8104,0.98125,0.95922,0.98902,0.92092,0.38631,0.22555,0.80372,0.000931616,0.000931616,0.000931616
