epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,226.35,0.68059,0.49104,0.86469,0.96016,0.91917,0.96409,0.77572,0.72318,0.83359,0.89054,0.0700461,0.00332821,0.00332821
2,414.26,0.61525,0.38713,0.85125,0.97769,0.94321,0.98071,0.86096,0.54655,0.34482,0.83392,0.0393866,0.00600205,0.00600205
3,598.598,0.57037,0.35309,0.84052,0.97566,0.94358,0.97642,0.85786,0.51539,0.34771,0.83162,0.0080671,0.00801589,0.00801589
4,782.976,0.54509,0.33433,0.83484,0.97763,0.95045,0.98172,0.8768,0.47942,0.30865,0.82345,0.00703,0.00703,0.00703
5,967.418,0.51836,0.31307,0.82983,0.97697,0.94805,0.98349,0.89357,0.45007,0.28297,0.81742,0.00604,0.00604,0.00604
6,1150.63,0.4954,0.29731,0.82441,0.98034,0.95301,0.98512,0.90246,0.44109,0.26971,0.81584,0.00505,0.00505,0.00505
7,1335.13,0.47938,0.28443,0.8204,0.98173,0.95288,0.98452,0.90262,0.41853,0.25374,0.81099,0.00406,0.00406,0.00406
8,1518.54,0.46297,0.27402,0.81696,0.98132,0.9563,0.98727,0.91051,0.41638,0.24913,0.81114,0.00307,0.00307,0.00307
9,1702.13,0.44802,0.2611,0.81315,0.9809,0.95803,0.98752,0.91844,0.3975,0.23383,0.80751,0.00208,0.00208,0.00208
10,1886.17,0.43167,0.24786,0.81082,0.98212,0.95802,0.98923,0.92416,0.38278,0.22271,0.80342,0.00109,0.00109,0.00109
