epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,224.52,0.64201,0.46291,0.87312,0.97057,0.93009,0.96862,0.81903,0.60036,0.42719,0.8679,0.0700461,0.00332821,0.00332821
2,413.374,0.58039,0.36103,0.85832,0.97712,0.9481,0.98184,0.86911,0.50604,0.32696,0.83475,0.0393866,0.00600205,0.00600205
3,596.468,0.53807,0.32894,0.84388,0.9771,0.95126,0.98118,0.86394,0.51186,0.32134,0.83673,0.0080671,0.00801589,0.00801589
4,779.404,0.51261,0.31093,0.83869,0.97798,0.95202,0.98275,0.87477,0.49021,0.30114,0.83014,0.00703,0.00703,0.00703
5,963.617,0.49035,0.29469,0.83289,0.97934,0.95082,0.98367,0.89316,0.44865,0.27544,0.82195,0.00604,0.00604,0.00604
6,1146.58,0.47376,0.28163,0.82823,0.98081,0.95209,0.98627,0.90709,0.42508,0.26045,0.81744,0.00505,0.00505,0.00505
7,1330.43,0.45753,0.26953,0.82366,0.97924,0.95852,0.98716,0.90475,0.41192,0.24975,0.81355,0.00406,0.00406,0.00406
8,1514.37,0.44325,0.26047,0.82035,0.98214,0.95465,0.98846,0.91456,0.40728,0.24132,0.81104,0.00307,0.00307,0.00307
9,1698.2,0.43049,0.24925,0.81728,0.98312,0.95512,0.98837,0.92333,0.38771,0.22946,0.80761,0.00208,0.00208,0.00208
10,1881.41,0.41589,0.2369,0.8143,0.98038,0.95942,0.9901,0.92494,0.37552,0.21658,0.80488,0.00109,0.00109,0.00109
