epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,223.286,0.71131,0.51101,0.8696,0.9466,0.91125,0.96085,0.77354,0.74016,0.50349,0.87734,0.0692074,0.0024895,0.0024895
2,411.907,0.63994,0.40219,0.85582,0.97589,0.94356,0.97693,0.85491,0.52912,0.35613,0.83438,0.0378745,0.00448993,0.00448993
3,594.915,0.59614,0.36703,0.84502,0.97566,0.94356,0.97813,0.86071,0.51684,0.32447,0.83419,0.00604829,0.00599708,0.00599708
4,778.9,0.56217,0.34455,0.83861,0.97767,0.95365,0.98517,0.8849,0.47065,0.29115,0.82316,0.00526024,0.00526024,0.00526024
5,963.077,0.52577,0.31865,0.83104,0.97701,0.95337,0.98561,0.89604,0.4495,0.27575,0.81925,0.00452031,0.00452031,0.00452031
6,1146.73,0.50308,0.30219,0.82602,0.97994,0.95103,0.98643,0.90491,0.43312,0.26138,0.8149,0.00378039,0.00378039,0.00378039
7,1331,0.48222,0.28698,0.82105,0.98219,0.9558,0.98791,0.90571,0.41902,0.25285,0.80991,0.00304047,0.00304047,0.00304047
8,1515.69,0.46407,0.27445,0.81739,0.98187,0.9575,0.98811,0.91486,0.40541,0.23963,0.80873,0.00230055,0.00230055,0.00230055
9,1699.9,0.44761,0.26147,0.81392,0.98301,0.95618,0.98866,0.9163,0.39503,0.23302,0.80631,0.00156063,0.00156063,0.00156063
10,1882.89,0.42964,0.24817,0.81094,0.98252,0.95955,0.98964,0.9229,0.38227,0.22205,0.80316,0.000820706,0.000820706,0.000820706
