epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,222.586,0.69941,0.50283,0.86679,0.9594,0.91121,0.96085,0.78071,0.69937,0.4752,0.8639,0.0696201,0.0029022,0.0029022
2,410.848,0.62416,0.39224,0.85225,0.97779,0.94499,0.97886,0.85522,0.53038,0.34891,0.83565,0.0386184,0.00523391,0.00523391
3,595.046,0.5838,0.36272,0.84255,0.97922,0.93818,0.97454,0.85143,0.53587,0.35383,0.83397,0.00704141,0.00699021,0.00699021
4,777.932,0.557,0.34079,0.83668,0.97839,0.94774,0.98282,0.88312,0.47894,0.29687,0.82592,0.00613068,0.00613068,0.00613068
5,961.231,0.52185,0.31738,0.82978,0.97952,0.95046,0.98475,0.88781,0.47822,0.28677,0.82563,0.00526758,0.00526758,0.00526758
6,1144.19,0.49846,0.30028,0.82434,0.97958,0.95641,0.98451,0.89379,0.44796,0.26431,0.81646,0.00440447,0.00440447,0.00440447
7,1328.88,0.4808,0.28703,0.82057,0.98036,0.95431,0.98717,0.90778,0.41901,0.25282,0.81166,0.00354137,0.00354137,0.00354137
8,1512.45,0.46359,0.27454,0.81724,0.98236,0.95627,0.9874,0.91108,0.40172,0.24349,0.80724,0.00267826,0.00267826,0.00267826
9,1696.16,0.44841,0.26254,0.81395,0.98321,0.95727,0.98824,0.91922,0.39343,0.23409,0.80562,0.00181516,0.00181516,0.00181516
10,1879.72,0.43095,0.2487,0.8107,0.98377,0.95893,0.98949,0.92397,0.38087,0.22241,0.80271,0.00095205,0.00095205,0.00095205
