epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,224.835,0.69835,0.50331,0.86624,0.93849,0.92112,0.96643,0.79135,0.67025,0.6851,0.87303,0.0700461,0.00332821,0.00332821
2,412.747,0.62929,0.39736,0.85226,0.9746,0.94211,0.97895,0.84768,0.55205,0.34952,0.83619,0.0393866,0.00600205,0.00600205
3,596.165,0.58085,0.36259,0.84025,0.97491,0.94164,0.9803,0.84975,0.57898,0.34625,0.84353,0.0080671,0.00801589,0.00801589
4,780.364,0.55654,0.34266,0.83556,0.96707,0.94387,0.97849,0.87621,0.48758,0.31758,0.82476,0.00703,0.00703,0.00703
5,964.643,0.53183,0.32271,0.83091,0.9794,0.95178,0.98546,0.88929,0.47624,0.28577,0.82048,0.00604,0.00604,0.00604
6,1148.52,0.50792,0.30681,0.82478,0.97798,0.95367,0.98497,0.88903,0.4755,0.28457,0.82225,0.00505,0.00505,0.00505
7,1332.38,0.49197,0.295,0.82137,0.97909,0.9563,0.98665,0.90187,0.4378,0.26101,0.81454,0.00406,0.00406,0.00406
8,1515.41,0.47567,0.28285,0.81777,0.98183,0.95641,0.98703,0.90866,0.42385,0.25134,0.81171,0.00307,0.00307,0.00307
9,1699.06,0.45962,0.26991,0.81396,0.98176,0.95702,0.98811,0.91633,0.40272,0.23863,0.80651,0.00208,0.00208,0.00208
10,1882.81,0.44152,0.25486,0.81146,0.98113,0.95942,0.98897,0.9218,0.38803,0.22644,0.80467,0.00109,0.00109,0.00109
