epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,226.02,0.66453,0.48061,0.86483,0.93934,0.91088,0.95697,0.7889,0.69491,0.88174,0.87579,0.0700461,0.00332821,0.00332821
2,413.958,0.59513,0.37253,0.84936,0.97807,0.94538,0.98039,0.85811,0.5276,0.33162,0.83526,0.0393866,0.00600205,0.00600205
3,598.8,0.55231,0.33999,0.83775,0.97402,0.94303,0.97968,0.861,0.53125,0.33065,0.83691,0.0080671,0.00801589,0.00801589
4,783.894,0.52704,0.32154,0.83328,0.97877,0.94769,0.98135,0.8682,0.50046,0.31469,0.82788,0.00703,0.00703,0.00703
5,967.554,0.50157,0.3026,0.82835,0.97779,0.94776,0.98432,0.89578,0.45573,0.2838,0.8182,0.00604,0.00604,0.00604
6,1152.16,0.47886,0.28646,0.82276,0.9796,0.95548,0.98622,0.90244,0.43274,0.25923,0.81425,0.00505,0.00505,0.00505
7,1337.7,0.46186,0.27435,0.81892,0.98139,0.95321,0.98461,0.90082,0.41749,0.25208,0.81131,0.00406,0.00406,0.00406
8,1523.56,0.4455,0.26262,0.81528,0.9793,0.95685,0.98728,0.91913,0.39776,0.23387,0.80747,0.00307,0.00307,0.00307
9,1708.67,0.43099,0.25189,0.81189,0.98184,0.95644,0.98816,0.92153,0.39169,0.23139,0.80485,0.00208,0.00208,0.00208
10,1893.71,0.4151,0.23891,0.80907,0.98072,0.95953,0.98929,0.92214,0.37895,0.21942,0.80295,0.00109,0.00109,0.00109
