epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,224.649,0.6851,0.49551,0.86379,0.95904,0.91063,0.95987,0.77271,0.73391,0.52943,0.8873,0.0700461,0.00332821,0.00332821
2,413.292,0.61461,0.38788,0.85012,0.96864,0.93601,0.96901,0.83515,0.57717,0.42088,0.84215,0.0393866,0.00600205,0.00600205
3,596.354,0.56793,0.3534,0.83919,0.97362,0.93435,0.97263,0.86104,0.5164,0.32796,0.83352,0.0080671,0.00801589,0.00801589
4,779.894,0.54257,0.3346,0.83461,0.97843,0.94584,0.98105,0.88452,0.47082,0.29711,0.82437,0.00703,0.00703,0.00703
5,963.216,0.51665,0.31428,0.82856,0.97832,0.95376,0.98557,0.89646,0.45237,0.27226,0.81826,0.00604,0.00604,0.00604
6,1146.51,0.49268,0.29693,0.82378,0.97984,0.95423,0.98709,0.9044,0.43546,0.2623,0.81498,0.00505,0.00505,0.00505
7,1329.92,0.47778,0.28644,0.82012,0.97938,0.95515,0.98491,0.9035,0.4182,0.25318,0.8117,0.00406,0.00406,0.00406
8,1513.95,0.46206,0.27428,0.81693,0.98254,0.95418,0.98713,0.91677,0.4057,0.24256,0.80882,0.00307,0.00307,0.00307
9,1697.17,0.44736,0.26264,0.81317,0.98212,0.95535,0.98759,0.91656,0.39996,0.2381,0.80626,0.00208,0.00208,0.00208
10,1881.65,0.43106,0.24865,0.81098,0.98024,0.95986,0.98894,0.92249,0.38471,0.22302,0.80358,0.00109,0.00109,0.00109
