epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,224.925,0.6636,0.46643,0.88415,0.95573,0.90991,0.95532,0.80159,0.62747,0.54448,0.88016,0.0700461,0.00332821,0.00332821
2,412.745,0.59256,0.36187,0.86189,0.97604,0.93939,0.97181,0.84822,0.53766,0.34729,0.84525,0.0393866,0.00600205,0.00600205
3,594.552,0.5489,0.33191,0.84754,0.97624,0.94296,0.97995,0.87032,0.53133,0.32482,0.84494,0.0080671,0.00801589,0.00801589
4,777.276,0.52823,0.31603,0.84289,0.98039,0.94724,0.97704,0.87558,0.47045,0.30501,0.82967,0.00703,0.00703,0.00703
5,959.974,0.4976,0.2968,0.83569,0.97674,0.94645,0.98323,0.89668,0.45288,0.27692,0.82546,0.00604,0.00604,0.00604
6,1142.5,0.47566,0.28131,0.83019,0.98172,0.95074,0.98493,0.90797,0.42713,0.25599,0.81947,0.00505,0.00505,0.00505
7,1325.27,0.45898,0.26924,0.82512,0.97804,0.95326,0.98512,0.90622,0.41447,0.24804,0.81392,0.00406,0.00406,0.00406
8,1509.16,0.443,0.25735,0.82128,0.98127,0.9535,0.98681,0.91843,0.40096,0.23809,0.81229,0.00307,0.00307,0.00307
9,1692.88,0.42904,0.24675,0.81807,0.98037,0.95364,0.98362,0.91252,0.3911,0.23219,0.8092,0.00208,0.00208,0.00208
10,1876.17,0.41354,0.23482,0.81435,0.98316,0.95591,0.9884,0.92778,0.3737,0.21721,0.80561,0.00109,0.00109,0.00109
