epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,224.25,0.67619,0.48912,0.86657,0.95519,0.9134,0.96311,0.78261,0.71526,0.4836,0.87493,0.0700461,0.00332821,0.00332821
2,412.347,0.61022,0.38328,0.85139,0.9748,0.93826,0.97327,0.848,0.54485,0.35765,0.83799,0.0393866,0.00600205,0.00600205
3,595.125,0.56153,0.34753,0.83959,0.97556,0.94147,0.97565,0.85248,0.55426,0.33837,0.84038,0.0080671,0.00801589,0.00801589
4,777.651,0.53829,0.33084,0.83458,0.97742,0.9513,0.98518,0.88511,0.47318,0.30141,0.82212,0.00703,0.00703,0.00703
5,960.871,0.51051,0.30956,0.82835,0.97916,0.95076,0.9809,0.89479,0.44129,0.27442,0.81721,0.00604,0.00604,0.00604
6,1143.91,0.48992,0.29518,0.82372,0.98113,0.95083,0.98464,0.90744,0.44067,0.26706,0.81656,0.00505,0.00505,0.00505
7,1327.6,0.47509,0.28313,0.82042,0.98108,0.95541,0.98702,0.91244,0.41247,0.25107,0.8108,0.00406,0.00406,0.00406
8,1510.89,0.45784,0.27126,0.81691,0.98087,0.95476,0.98678,0.91747,0.40905,0.24381,0.80902,0.00307,0.00307,0.00307
9,1694.11,0.4428,0.25839,0.81382,0.98284,0.9572,0.98829,0.92175,0.39097,0.22892,0.80536,0.00208,0.00208,0.00208
10,1877.49,0.42597,0.24524,0.81042,0.98337,0.95786,0.98905,0.92502,0.37911,0.22202,0.80259,0.00109,0.00109,0.00109
