epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,226.388,0.65566,0.47546,0.86402,0.95978,0.92368,0.96785,0.79077,0.69053,0.70729,0.87543,0.0700461,0.00332821,0.00332821
2,415.726,0.58836,0.37009,0.84886,0.97236,0.94076,0.97837,0.84805,0.5564,0.36046,0.8394,0.0393866,0.00600205,0.00600205
3,598.171,0.54634,0.33629,0.8373,0.97981,0.94005,0.98147,0.8747,0.50695,0.31629,0.83021,0.0080671,0.00801589,0.00801589
4,781.123,0.5213,0.31848,0.83178,0.97889,0.95425,0.98516,0.89105,0.45908,0.28508,0.81937,0.00703,0.00703,0.00703
5,964.287,0.49484,0.29964,0.82609,0.97792,0.95262,0.98494,0.8904,0.46723,0.28094,0.81984,0.00604,0.00604,0.00604
6,1147.11,0.47533,0.2857,0.8218,0.98209,0.95206,0.98171,0.89337,0.43503,0.27134,0.81593,0.00505,0.00505,0.00505
7,1331.17,0.46002,0.27335,0.81816,0.98072,0.95727,0.98579,0.9103,0.40465,0.2463,0.80827,0.00406,0.00406,0.00406
8,1513.63,0.44276,0.26205,0.81482,0.9812,0.95682,0.9882,0.91371,0.40358,0.23954,0.80702,0.00307,0.00307,0.00307
9,1697.68,0.42791,0.25041,0.81164,0.98145,0.95718,0.98853,0.92172,0.38353,0.23028,0.80357,0.00208,0.00208,0.00208
10,1881.86,0.41184,0.23659,0.80888,0.98361,0.9579,0.98977,0.92807,0.36948,0.21501,0.80105,0.00109,0.00109,0.00109
