epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,261.161,0.68881,0.496,0.87234,0.97316,0.88755,0.94772,0.77863,0.69248,0.5604,0.87964,0.0700461,0.00332821,0.00332821
2,478.924,0.62007,0.389,0.8578,0.97429,0.94303,0.97762,0.8442,0.5629,0.37002,0.84334,0.0393866,0.00600205,0.00600205
3,689.551,0.57479,0.35583,0.84598,0.9741,0.94179,0.97616,0.86157,0.51489,0.32435,0.83794,0.0080671,0.00801589,0.00801589
4,896.704,0.5508,0.33652,0.84133,0.9789,0.94574,0.98368,0.88856,0.46371,0.28879,0.82652,0.00703,0.00703,0.00703
5,1114.21,0.5197,0.31453,0.83413,0.97788,0.95428,0.98483,0.89117,0.45961,0.27826,0.82505,0.00604,0.00604,0.00604
6,1331.35,0.49893,0.29925,0.82876,0.97763,0.95251,0.9852,0.90147,0.4408,0.27092,0.82135,0.00505,0.00505,0.00505
7,1594.07,0.48313,0.28736,0.82493,0.98024,0.95421,0.98664,0.90544,0.42701,0.25334,0.81631,0.00406,0.00406,0.00406
8,1785.88,0.46617,0.27624,0.82027,0.98109,0.95108,0.98521,0.90935,0.41996,0.24999,0.8151,0.00307,0.00307,0.00307
9,1974.44,0.4499,0.26361,0.8169,0.9833,0.95398,0.98805,0.91911,0.39701,0.23716,0.80908,0.00208,0.00208,0.00208
10,2160.33,0.43212,0.24929,0.81412,0.98096,0.95815,0.98921,0.92244,0.38677,0.22443,0.80755,0.00109,0.00109,0.00109
