epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,225.301,0.69663,0.50304,0.8666,0.90444,0.86289,0.93765,0.67843,0.92659,0.83172,0.94277,0.0700461,0.00332821,0.00332821
2,413.238,0.62664,0.39569,0.85252,0.97761,0.94389,0.98165,0.86406,0.52549,0.33703,0.82946,0.0393866,0.00600205,0.00600205
3,597.168,0.58033,0.36007,0.84108,0.97299,0.94432,0.97918,0.85571,0.53682,0.32885,0.83319,0.0080671,0.00801589,0.00801589
4,782.621,0.55299,0.34011,0.83552,0.97351,0.95221,0.98234,0.87468,0.48208,0.31098,0.82488,0.00703,0.00703,0.00703
5,966.674,0.52721,0.31993,0.8311,0.97928,0.95271,0.98575,0.88697,0.46916,0.2886,0.82089,0.00604,0.00604,0.00604
6,1150.85,0.50446,0.30336,0.82525,0.97805,0.95296,0.98473,0.88566,0.48456,0.28666,0.82402,0.00505,0.00505,0.00505
7,1335.28,0.48735,0.29047,0.8211,0.98036,0.95615,0.98687,0.90713,0.42627,0.25832,0.81303,0.00406,0.00406,0.00406
8,1519.78,0.47047,0.27894,0.81742,0.9809,0.956,0.98746,0.9126,0.41582,0.24675,0.81076,0.00307,0.00307,0.00307
9,1703.49,0.45548,0.2667,0.81428,0.98241,0.95662,0.98819,0.91584,0.40177,0.23596,0.8075,0.00208,0.00208,0.00208
10,1887.86,0.43867,0.25292,0.81143,0.98165,0.95825,0.98849,0.9203,0.38989,0.22675,0.80475,0.00109,0.00109,0.00109
