epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,223.576,0.71472,0.51349,0.87093,0.96184,0.89978,0.95739,0.78574,0.69276,0.49696,0.87795,0.0696201,0.0029022,0.0029022
2,411.29,0.63858,0.40249,0.85584,0.97671,0.9395,0.97899,0.85038,0.55854,0.35138,0.84249,0.0386186,0.00523403,0.00523403
3,594.582,0.59815,0.3693,0.84609,0.97597,0.94765,0.98075,0.86948,0.50509,0.31583,0.83076,0.00704179,0.00699059,0.00699059
4,778.208,0.56233,0.34479,0.83897,0.9776,0.94991,0.98417,0.88279,0.48932,0.29761,0.82775,0.00613126,0.00613126,0.00613126
5,961.715,0.52815,0.3188,0.83127,0.97873,0.95117,0.98477,0.88943,0.48555,0.2845,0.82684,0.00526834,0.00526834,0.00526834
6,1144.82,0.50145,0.3019,0.8258,0.97978,0.95305,0.98653,0.90808,0.43381,0.26283,0.81424,0.00440543,0.00440543,0.00440543
7,1329.39,0.4837,0.28764,0.82145,0.98038,0.95331,0.98548,0.90385,0.42623,0.25534,0.81306,0.00354252,0.00354252,0.00354252
8,1513.45,0.46556,0.27532,0.81744,0.98036,0.95722,0.9876,0.91543,0.40502,0.24059,0.80732,0.0026796,0.0026796,0.0026796
9,1696.94,0.45034,0.26327,0.81445,0.98281,0.95337,0.98715,0.92,0.39598,0.23525,0.80627,0.00181669,0.00181669,0.00181669
10,1880.18,0.4322,0.24883,0.81129,0.98121,0.9576,0.98854,0.92539,0.38309,0.22353,0.80326,0.000953776,0.000953776,0.000953776
