epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,233.679,0.68016,0.49187,0.86359,0.94743,0.9166,0.96665,0.79009,0.66125,0.69559,0.86826,0.0700461,0.00332821,0.00332821
2,423.913,0.61305,0.3875,0.85085,0.97375,0.9414,0.97726,0.84933,0.54904,0.35387,0.84145,0.0393866,0.00600205,0.00600205
3,609.992,0.56484,0.35257,0.83861,0.97835,0.93437,0.96252,0.85289,0.50462,0.41632,0.82869,0.0080671,0.00801589,0.00801589
4,795.534,0.54079,0.3336,0.8338,0.97668,0.94951,0.97911,0.87786,0.47895,0.30426,0.82566,0.00703,0.00703,0.00703
5,980.867,0.51496,0.31303,0.82853,0.97765,0.95204,0.98539,0.89717,0.45601,0.27633,0.81979,0.00604,0.00604,0.00604
6,1165.93,0.49607,0.29812,0.82407,0.98104,0.95109,0.98565,0.89907,0.45164,0.27625,0.81884,0.00505,0.00505,0.00505
7,1351.84,0.4783,0.28589,0.82009,0.97881,0.95718,0.98725,0.90965,0.41389,0.25005,0.8114,0.00406,0.00406,0.00406
8,1538.01,0.46121,0.27449,0.8165,0.9814,0.9552,0.98471,0.90254,0.42916,0.25114,0.81263,0.00307,0.00307,0.00307
9,1723.34,0.44753,0.26205,0.81373,0.98044,0.95891,0.98852,0.91817,0.39093,0.23111,0.80576,0.00208,0.00208,0.00208
10,1908.63,0.43091,0.24756,0.81082,0.98221,0.95894,0.98922,0.92324,0.38434,0.2222,0.80414,0.00109,0.00109,0.00109
