epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,226.34,0.65802,0.47928,0.86033,0.96221,0.91808,0.96466,0.81434,0.60233,0.72594,0.8506,0.0700461,0.00332821,0.00332821
2,418.139,0.58686,0.3719,0.84607,0.97836,0.94664,0.98062,0.86463,0.51636,0.32586,0.83117,0.0393866,0.00600205,0.00600205
3,605.291,0.54347,0.33917,0.83566,0.97623,0.94383,0.98092,0.87373,0.50586,0.32419,0.83009,0.0080671,0.00801589,0.00801589
4,792.758,0.52293,0.32217,0.83092,0.97882,0.95114,0.98241,0.88255,0.46895,0.29181,0.82203,0.00703,0.00703,0.00703
5,982.769,0.49467,0.30232,0.8256,0.98003,0.94768,0.98529,0.89639,0.4628,0.28605,0.82123,0.00604,0.00604,0.00604
6,1170.11,0.4778,0.28899,0.82117,0.98121,0.94774,0.98413,0.90441,0.42465,0.26444,0.81353,0.00505,0.00505,0.00505
7,1357.39,0.45797,0.2743,0.81691,0.98144,0.95529,0.98758,0.91622,0.40872,0.25003,0.80739,0.00406,0.00406,0.00406
8,1546.6,0.44161,0.26279,0.81413,0.97969,0.95707,0.98724,0.91979,0.39496,0.23954,0.80701,0.00307,0.00307,0.00307
9,1731.2,0.42646,0.25169,0.81039,0.98146,0.95714,0.98787,0.92128,0.38284,0.22862,0.80345,0.00208,0.00208,0.00208
10,1913.84,0.4103,0.23928,0.80765,0.98146,0.95811,0.9887,0.9272,0.36909,0.21833,0.79977,0.00109,0.00109,0.00109
