epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,227.25,0.65981,0.47829,0.86795,0.92565,0.89913,0.94441,0.79329,0.60944,0.6652,0.85602,0.0700461,0.00332821,0.00332821
2,416.733,0.58844,0.36798,0.8541,0.97607,0.94162,0.97882,0.85989,0.51915,0.34048,0.84213,0.0393866,0.00600205,0.00600205
3,600.777,0.54953,0.33678,0.84309,0.97751,0.94733,0.97777,0.86581,0.50636,0.311,0.83427,0.0080671,0.00801589,0.00801589
4,784.604,0.52348,0.31788,0.83788,0.97892,0.9508,0.97919,0.87485,0.47706,0.32561,0.82847,0.00703,0.00703,0.00703
5,967.964,0.49599,0.29868,0.8318,0.9785,0.95208,0.98375,0.89855,0.43283,0.26778,0.81903,0.00604,0.00604,0.00604
6,1151.61,0.47433,0.28344,0.82648,0.97998,0.95453,0.97567,0.88192,0.45573,0.33354,0.82147,0.00505,0.00505,0.00505
7,1336.02,0.45679,0.27105,0.82152,0.983,0.95345,0.98778,0.91547,0.40014,0.24193,0.81131,0.00406,0.00406,0.00406
8,1520.28,0.44115,0.25916,0.8183,0.98088,0.95641,0.98766,0.91485,0.39277,0.23385,0.80891,0.00307,0.00307,0.00307
9,1705.53,0.42677,0.2478,0.81475,0.98263,0.95658,0.98915,0.9239,0.37932,0.22453,0.80644,0.00208,0.00208,0.00208
10,1892.09,0.41118,0.2358,0.81178,0.98173,0.95945,0.98985,0.92638,0.3738,0.21755,0.80403,0.00109,0.00109,0.00109
