epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,226.644,0.6813,0.49306,0.86282,0.9715,0.91083,0.95492,0.80189,0.64232,0.6516,0.86545,0.0700461,0.00332821,0.00332821
2,415.017,0.61788,0.38916,0.8515,0.97366,0.94718,0.98068,0.85469,0.55341,0.34094,0.84031,0.0393866,0.00600205,0.00600205
3,598.99,0.57128,0.35518,0.83984,0.97764,0.95021,0.97795,0.86484,0.49319,0.3467,0.82562,0.0080671,0.00801589,0.00801589
4,784.006,0.54354,0.33517,0.83373,0.97961,0.95233,0.98299,0.87699,0.47418,0.30228,0.82219,0.00703,0.00703,0.00703
5,969.428,0.51734,0.31476,0.8288,0.9801,0.95351,0.98466,0.89066,0.45522,0.28362,0.81824,0.00604,0.00604,0.00604
6,1153.97,0.49466,0.30038,0.82339,0.98128,0.95281,0.98627,0.90667,0.44091,0.26775,0.81476,0.00505,0.00505,0.00505
7,1338.71,0.47995,0.28714,0.81957,0.98239,0.95495,0.98424,0.90206,0.41436,0.25286,0.81008,0.00406,0.00406,0.00406
8,1522.88,0.46248,0.27453,0.81627,0.98247,0.95636,0.98746,0.91514,0.4113,0.24462,0.80907,0.00307,0.00307,0.00307
9,1708.82,0.44757,0.26265,0.81299,0.9829,0.9573,0.98889,0.92105,0.38908,0.23301,0.80494,0.00208,0.00208,0.00208
10,1894.4,0.43085,0.24905,0.81043,0.98301,0.95846,0.98937,0.9232,0.38185,0.22453,0.80344,0.00109,0.00109,0.00109
