epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,224.161,0.66929,0.48465,0.86897,0.96948,0.92385,0.96769,0.81159,0.63102,0.43956,0.86389,0.0700461,0.00332821,0.00332821
2,416.32,0.59313,0.37353,0.85352,0.97529,0.94835,0.98201,0.87129,0.49944,0.32088,0.83337,0.0393866,0.00600205,0.00600205
3,602.751,0.55405,0.34253,0.8422,0.97905,0.93306,0.96365,0.85055,0.51838,0.47613,0.83804,0.0080671,0.00801589,0.00801589
4,783.657,0.52877,0.32139,0.83702,0.97786,0.95181,0.98452,0.89484,0.45389,0.28076,0.82436,0.00703,0.00703,0.00703
5,965.532,0.49761,0.29978,0.83056,0.97828,0.95156,0.97948,0.88736,0.44548,0.29134,0.82037,0.00604,0.00604,0.00604
6,1147.16,0.47411,0.28506,0.82528,0.97995,0.95434,0.98397,0.90326,0.41237,0.25404,0.81436,0.00505,0.00505,0.00505
7,1329.66,0.45577,0.27128,0.82055,0.98223,0.95433,0.98467,0.90863,0.40168,0.24431,0.81163,0.00406,0.00406,0.00406
8,1512.21,0.44019,0.26006,0.8171,0.98059,0.95659,0.98743,0.91697,0.39338,0.23517,0.8091,0.00307,0.00307,0.00307
9,1694.86,0.42544,0.24925,0.81362,0.98136,0.95865,0.98908,0.9232,0.3828,0.22744,0.80654,0.00208,0.00208,0.00208
10,1878.07,0.40978,0.23559,0.81105,0.98169,0.95831,0.98924,0.92473,0.37297,0.21726,0.8046,0.00109,0.00109,0.00109
