epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,225.575,0.66146,0.47135,0.87513,0.97288,0.90336,0.95187,0.78395,0.68273,0.52496,0.89141,0.0700461,0.00332821,0.00332821
2,415.007,0.5883,0.36222,0.85837,0.97386,0.94162,0.97784,0.84879,0.55036,0.35015,0.85023,0.0393866,0.00600205,0.00600205
3,599.681,0.55006,0.33398,0.84661,0.97624,0.94021,0.96996,0.85345,0.51867,0.37087,0.84426,0.0080671,0.00801589,0.00801589
4,784.77,0.52499,0.31423,0.84027,0.97723,0.9455,0.97592,0.8528,0.54037,0.36507,0.84435,0.00703,0.00703,0.00703
5,970.288,0.49133,0.29334,0.83271,0.97856,0.95251,0.98169,0.88567,0.45434,0.27742,0.82671,0.00604,0.00604,0.00604
6,1154.53,0.47074,0.2791,0.82739,0.98039,0.94952,0.98103,0.89945,0.41884,0.25734,0.81756,0.00505,0.00505,0.00505
7,1339.38,0.45196,0.26537,0.82252,0.98277,0.95183,0.98589,0.91045,0.41995,0.25149,0.81598,0.00406,0.00406,0.00406
8,1524.07,0.43605,0.25489,0.81908,0.98143,0.95322,0.9813,0.90414,0.40202,0.24699,0.81159,0.00307,0.00307,0.00307
9,1709.28,0.42171,0.24401,0.81545,0.98553,0.9481,0.97317,0.90014,0.39553,0.30227,0.80985,0.00208,0.00208,0.00208
10,1895.78,0.40653,0.23172,0.81234,0.9821,0.95705,0.98015,0.91015,0.38059,0.24228,0.80668,0.00109,0.00109,0.00109
