epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,226.482,0.66143,0.4653,0.8831,0.96913,0.91108,0.96323,0.801,0.65046,0.96487,0.88333,0.0700461,0.00332821,0.00332821
2,415.375,0.58855,0.3585,0.86127,0.97475,0.94905,0.98005,0.86451,0.50744,0.31755,0.84074,0.0393866,0.00600205,0.00600205
3,600.712,0.54842,0.33013,0.84777,0.9744,0.93902,0.97505,0.85836,0.5268,0.31722,0.84667,0.0080671,0.00801589,0.00801589
4,784.448,0.52337,0.31357,0.84186,0.98176,0.94718,0.97534,0.87368,0.47534,0.33547,0.83042,0.00703,0.00703,0.00703
5,968.095,0.49715,0.29482,0.83594,0.97879,0.94963,0.98034,0.88637,0.44836,0.27606,0.82282,0.00604,0.00604,0.00604
6,1151.12,0.47522,0.27931,0.82988,0.98082,0.95267,0.98431,0.9025,0.42027,0.25598,0.81711,0.00505,0.00505,0.00505
7,1335.25,0.45821,0.26785,0.82465,0.98302,0.95306,0.97852,0.89593,0.41917,0.26704,0.8173,0.00406,0.00406,0.00406
8,1518.33,0.44385,0.25757,0.82131,0.98065,0.95288,0.98558,0.91406,0.39308,0.23357,0.81053,0.00307,0.00307,0.00307
9,1702.61,0.42921,0.24604,0.81851,0.9821,0.95602,0.98082,0.90976,0.38552,0.24245,0.80843,0.00208,0.00208,0.00208
10,1887.59,0.41367,0.23395,0.81462,0.98237,0.95707,0.98587,0.91754,0.37484,0.21777,0.8054,0.00109,0.00109,0.00109
