epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,222.801,0.71631,0.51461,0.87274,0.9487,0.89958,0.96039,0.77947,0.73751,0.49914,0.88363,0.0695768,0.00285893,0.00285893
2,410.431,0.64162,0.40506,0.85636,0.97542,0.94016,0.97973,0.86063,0.5289,0.33566,0.83616,0.0385409,0.00515641,0.00515641
3,593.641,0.60107,0.36954,0.8465,0.97652,0.94988,0.98242,0.87152,0.51008,0.3226,0.83232,0.0069388,0.00688759,0.00688759
4,776.77,0.56358,0.34446,0.8384,0.97394,0.94582,0.98102,0.86808,0.50492,0.31995,0.83121,0.00604168,0.00604168,0.00604168
5,959.224,0.52827,0.31999,0.83104,0.97899,0.95022,0.9849,0.8946,0.45725,0.27629,0.81919,0.00519224,0.00519224,0.00519224
6,1143.33,0.50218,0.30243,0.82549,0.98026,0.95442,0.98606,0.90332,0.43194,0.26279,0.81409,0.0043428,0.0043428,0.0043428
7,1327.64,0.48238,0.28692,0.82147,0.98207,0.95336,0.98688,0.90906,0.41881,0.25436,0.81126,0.00349336,0.00349336,0.00349336
8,1511.32,0.46503,0.27411,0.81746,0.98057,0.956,0.987,0.91348,0.4087,0.24208,0.80962,0.00264392,0.00264392,0.00264392
9,1693.79,0.44891,0.26257,0.81346,0.98354,0.95559,0.98783,0.91965,0.39386,0.23134,0.80668,0.00179449,0.00179449,0.00179449
10,1877.28,0.43126,0.24932,0.81045,0.9816,0.95951,0.98914,0.92173,0.38342,0.22369,0.80317,0.000945046,0.000945046,0.000945046
