epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,196.162,0.65811,0.4621,0.86371,0.97619,0.92178,0.96428,0.81128,0.6192,0.52036,0.84917,0.0700461,0.00332821,0.00332821
2,383.905,0.60278,0.37258,0.85329,0.97645,0.95151,0.98069,0.87418,0.49084,0.3222,0.82737,0.0400131,0.00662857,0.00662857
3,565.409,0.5718,0.34664,0.84427,0.97465,0.94935,0.97989,0.86201,0.51123,0.32256,0.83162,0.00994713,0.00989593,0.00989593
4,746.31,0.55029,0.33228,0.83961,0.97916,0.94952,0.98111,0.88611,0.46408,0.28632,0.82001,0.0098515,0.0098515,0.0098515
5,927.128,0.5273,0.31486,0.83567,0.98087,0.95594,0.98625,0.90016,0.4463,0.27181,0.8175,0.009802,0.009802,0.009802
6,1108.32,0.51353,0.30534,0.83245,0.98103,0.95526,0.98551,0.90517,0.4257,0.25706,0.81395,0.0097525,0.0097525,0.0097525
7,1288.55,0.49935,0.29753,0.8294,0.98222,0.95596,0.98715,0.90796,0.42268,0.25283,0.81196,0.009703,0.009703,0.009703
8,1468.59,0.48951,0.29016,0.82758,0.98139,0.95576,0.98784,0.9147,0.41126,0.24718,0.80938,0.0096535,0.0096535,0.0096535
9,1648.85,0.48335,0.28482,0.82575,0.9834,0.95478,0.98684,0.91431,0.40386,0.23886,0.80797,0.009604,0.009604,0.009604
10,1830.12,0.47649,0.27903,0.82412,0.98267,0.95794,0.98819,0.91935,0.39433,0.23133,0.80633,0.0095545,0.0095545,0.0095545
11,2011.37,0.4722,0.2777,0.82359,0.98085,0.95983,0.98877,0.92025,0.39163,0.23101,0.80636,0.009505,0.009505,0.009505
12,2193.63,0.46889,0.27534,0.82241,0.98262,0.95793,0.98932,0.91995,0.38806,0.23253,0.80519,0.0094555,0.0094555,0.0094555
13,2374.59,0.46242,0.27216,0.8212,0.98379,0.9591,0.98932,0.92612,0.38176,0.22657,0.80363,0.009406,0.009406,0.009406
14,2554.67,0.45918,0.26778,0.82104,0.98281,0.96064,0.98968,0.9263,0.37393,0.21915,0.80254,0.0093565,0.0093565,0.0093565
15,2734.78,0.45623,0.26742,0.82004,0.98293,0.95938,0.98952,0.92858,0.37563,0.22118,0.8027,0.009307,0.009307,0.009307
16,2915.51,0.45133,0.26401,0.81907,0.98211,0.96019,0.98999,0.92927,0.36955,0.21609,0.80159,0.0092575,0.0092575,0.0092575
17,3095.4,0.45062,0.26253,0.8189,0.98165,0.96229,0.99036,0.93096,0.36627,0.21291,0.8008,0.009208,0.009208,0.009208
18,3275.51,0.4449,0.25849,0.81786,0.9836,0.95991,0.9901,0.9337,0.3625,0.20928,0.79969,0.0091585,0.0091585,0.0091585
19,3455.34,0.446,0.25806,0.81756,0.98281,0.96175,0.99054,0.93249,0.35938,0.20879,0.79896,0.009109,0.009109,0.009109
20,3635.1,0.44204,0.25669,0.81778,0.98305,0.96145,0.99047,0.93288,0.35933,0.20625,0.79935,0.0090595,0.0090595,0.0090595
21,3815.25,0.43893,0.25515,0.81607,0.984,0.96023,0.99059,0.93423,0.35636,0.20509,0.79892,0.00901,0.00901,0.00901
22,3995.17,0.43749,0.25259,0.81575,0.98469,0.96101,0.99064,0.93601,0.35173,0.20172,0.79768,0.0089605,0.0089605,0.0089605
23,4175.45,0.43429,0.25201,0.81552,0.98299,0.96226,0.99062,0.93624,0.35256,0.2015,0.79743,0.008911,0.008911,0.008911
24,4355.47,0.43341,0.25033,0.81533,0.9845,0.96173,0.99099,0.93736,0.35015,0.19932,0.79721,0.0088615,0.0088615,0.0088615
25,4535.73,0.42987,0.24876,0.81395,0.98266,0.96373,0.99104,0.93789,0.34784,0.1986,0.79665,0.008812,0.008812,0.008812
26,4716.14,0.43007,0.24901,0.81431,0.98416,0.96253,0.99109,0.93847,0.34773,0.19654,0.79671,0.0087625,0.0087625,0.0087625
27,4896.44,0.42701,0.24707,0.81393,0.9844,0.96259,0.99128,0.93842,0.34493,0.19563,0.79587,0.008713,0.008713,0.008713
28,5076.47,0.42623,0.24595,0.81343,0.98455,0.96181,0.99122,0.93957,0.34369,0.19499,0.79582,0.0086635,0.0086635,0.0086635
29,5256.36,0.42372,0.24449,0.81351,0.98411,0.96292,0.99125,0.94022,0.34092,0.19383,0.79518,0.008614,0.008614,0.008614
30,5436.51,0.42145,0.2436,0.81255,0.98494,0.96215,0.99138,0.94056,0.34044,0.19299,0.79511,0.0085645,0.0085645,0.0085645
31,5616.58,0.42029,0.24262,0.81295,0.98342,0.96382,0.99135,0.94081,0.33985,0.19246,0.79509,0.008515,0.008515,0.008515
32,5796.61,0.41747,0.2409,0.81217,0.98368,0.96373,0.99136,0.94131,0.33747,0.19069,0.79432,0.0084655,0.0084655,0.0084655
33,5976.8,0.41754,0.24064,0.81161,0.98533,0.96261,0.99155,0.94242,0.33616,0.18996,0.79428,0.008416,0.008416,0.008416
34,6156.91,0.41597,0.23989,0.81143,0.98446,0.96404,0.99159,0.94252,0.33599,0.18911,0.79423,0.0083665,0.0083665,0.0083665
35,6337.29,0.41504,0.24032,0.8112,0.98521,0.96346,0.99152,0.94278,0.33477,0.18842,0.79402,0.008317,0.008317,0.008317
36,6518.44,0.41209,0.2377,0.81093,0.98598,0.96304,0.99171,0.94318,0.33298,0.18739,0.79344,0.0082675,0.0082675,0.0082675
37,6698.79,0.41128,0.23652,0.81063,0.98591,0.96268,0.99162,0.94324,0.33272,0.18679,0.79337,0.008218,0.008218,0.008218
38,6878.79,0.40963,0.23611,0.81008,0.98588,0.9627,0.99167,0.94313,0.33252,0.18643,0.79349,0.0081685,0.0081685,0.0081685
39,7058.83,0.40829,0.23591,0.80991,0.98582,0.96329,0.99182,0.94317,0.33226,0.18607,0.79347,0.008119,0.008119,0.008119
40,7238.95,0.4072,0.23465,0.80977,0.98509,0.96426,0.99182,0.94339,0.33135,0.18542,0.79336,0.0080695,0.0080695,0.0080695
41,7419,0.40529,0.2329,0.80949,0.98467,0.96468,0.99179,0.94354,0.33122,0.18518,0.79323,0.00802,0.00802,0.00802
42,7599.12,0.40449,0.23287,0.8097,0.98414,0.96514,0.99178,0.94418,0.33005,0.18447,0.79301,0.0079705,0.0079705,0.0079705
43,7778.94,0.40424,0.23272,0.80953,0.9842,0.96517,0.99182,0.9441,0.33067,0.18451,0.79312,0.007921,0.007921,0.007921
44,7958.96,0.40493,0.23206,0.80918,0.98497,0.96448,0.99183,0.9443,0.33012,0.18396,0.79303,0.0078715,0.0078715,0.0078715
45,8138.87,0.40388,0.23274,0.80905,0.9841,0.96558,0.99188,0.9441,0.33067,0.18404,0.79317,0.007822,0.007822,0.007822
46,8319.48,0.40128,0.23091,0.80865,0.9845,0.96495,0.99196,0.94444,0.32956,0.18349,0.79294,0.0077725,0.0077725,0.0077725
47,8499.77,0.40046,0.22993,0.80855,0.98432,0.96544,0.99187,0.94467,0.32893,0.183,0.79278,0.007723,0.007723,0.007723
48,8680.08,0.3986,0.22947,0.808,0.98487,0.96501,0.99188,0.94461,0.32885,0.18287,0.79275,0.0076735,0.0076735,0.0076735
49,8860.17,0.4002,0.22997,0.80822,0.98434,0.96564,0.99194,0.94493,0.32818,0.18233,0.79257,0.007624,0.007624,0.007624
