epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,226.841,0.66973,0.48688,0.86137,0.98013,0.91245,0.96076,0.7849,0.69416,0.5256,0.86368,0.0700461,0.00332821,0.00332821
2,415.135,0.60335,0.38065,0.84876,0.97165,0.94277,0.97887,0.86824,0.51503,0.33354,0.83194,0.0393866,0.00600205,0.00600205
3,598.881,0.56055,0.34948,0.83848,0.9785,0.94724,0.98285,0.87463,0.50911,0.31152,0.83038,0.0080671,0.00801589,0.00801589
4,782.867,0.5339,0.32948,0.83287,0.9793,0.95116,0.98084,0.87847,0.46869,0.29741,0.82124,0.00703,0.00703,0.00703
5,966.857,0.50792,0.30934,0.82732,0.97932,0.94415,0.97606,0.87174,0.50177,0.30242,0.82655,0.00604,0.00604,0.00604
6,1149.82,0.48654,0.29313,0.8221,0.98077,0.95406,0.9859,0.90491,0.43139,0.26183,0.81459,0.00505,0.00505,0.00505
7,1334.21,0.47125,0.28229,0.81895,0.98097,0.95298,0.98578,0.91062,0.41292,0.25393,0.81044,0.00406,0.00406,0.00406
8,1517.29,0.45402,0.27077,0.81511,0.98288,0.9549,0.98691,0.91485,0.40654,0.24328,0.80901,0.00307,0.00307,0.00307
9,1701.02,0.44097,0.25876,0.81261,0.98206,0.95841,0.98854,0.9219,0.39026,0.23154,0.80546,0.00208,0.00208,0.00208
10,1885.99,0.42376,0.24482,0.80976,0.98246,0.96058,0.9895,0.92532,0.37751,0.21739,0.80232,0.00109,0.00109,0.00109
