epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,227.105,0.65993,0.48134,0.86062,0.96391,0.91445,0.9627,0.80423,0.634,0.88968,0.85254,0.0700461,0.00332821,0.00332821
2,414.99,0.59198,0.37611,0.84626,0.97386,0.94662,0.97832,0.84196,0.57573,0.34718,0.84287,0.0393866,0.00600205,0.00600205
3,597.195,0.54806,0.34347,0.83591,0.97994,0.94604,0.98179,0.87646,0.49821,0.31369,0.8272,0.0080671,0.00801589,0.00801589
4,778.733,0.52548,0.32581,0.83109,0.97813,0.95287,0.98464,0.88582,0.47236,0.29938,0.8215,0.00703,0.00703,0.00703
5,960.625,0.49892,0.30562,0.8259,0.97862,0.95354,0.98506,0.89789,0.45129,0.27593,0.81937,0.00604,0.00604,0.00604
6,1142.02,0.47808,0.29071,0.82052,0.98289,0.95001,0.98287,0.90633,0.42494,0.26265,0.81312,0.00505,0.00505,0.00505
7,1325.16,0.46106,0.27742,0.81738,0.97989,0.95593,0.98728,0.91771,0.40132,0.24372,0.80661,0.00406,0.00406,0.00406
8,1507.8,0.44382,0.26532,0.81356,0.981,0.95591,0.98726,0.91731,0.40286,0.24222,0.80804,0.00307,0.00307,0.00307
9,1689.98,0.43094,0.25382,0.81071,0.98074,0.9576,0.98788,0.92331,0.38869,0.23378,0.80427,0.00208,0.00208,0.00208
10,1872.55,0.41418,0.24083,0.80816,0.98238,0.95847,0.98896,0.92864,0.37382,0.21974,0.80069,0.00109,0.00109,0.00109
