epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,225.79,0.67187,0.48956,0.86134,0.96292,0.93059,0.96832,0.80599,0.65416,0.53475,0.86551,0.0700461,0.00332821,0.00332821
2,414.152,0.60792,0.38698,0.84922,0.97601,0.94495,0.98085,0.86527,0.51138,0.34041,0.82967,0.0393869,0.00600233,0.00600233
3,597.38,0.56492,0.35277,0.83879,0.97409,0.94894,0.98182,0.86679,0.51514,0.32658,0.83088,0.00806794,0.00801673,0.00801673
4,780.914,0.53813,0.33248,0.83343,0.97616,0.95183,0.98295,0.88092,0.47658,0.30383,0.82374,0.00703126,0.00703126,0.00703126
5,964.184,0.51465,0.31349,0.82883,0.97686,0.95378,0.98268,0.87716,0.47659,0.29892,0.82399,0.00604168,0.00604168,0.00604168
6,1147.38,0.49287,0.29798,0.82369,0.97957,0.95306,0.98574,0.90458,0.43877,0.26987,0.81487,0.0050521,0.0050521,0.0050521
7,1331.06,0.47864,0.28711,0.82005,0.98072,0.95329,0.98665,0.90777,0.41941,0.25647,0.81028,0.00406252,0.00406252,0.00406252
8,1513.49,0.46336,0.2758,0.81645,0.98152,0.95629,0.98714,0.90598,0.42584,0.25103,0.81233,0.00307294,0.00307294,0.00307294
9,1696.28,0.44983,0.26418,0.81383,0.98167,0.95685,0.98765,0.91495,0.40505,0.23836,0.80955,0.00208336,0.00208336,0.00208336
10,1879.58,0.43371,0.25056,0.81167,0.9811,0.9593,0.98934,0.91892,0.38996,0.22768,0.8052,0.00109378,0.00109378,0.00109378
