epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,230.91,0.68022,0.49102,0.86408,0.94444,0.92075,0.96752,0.7831,0.70682,0.68811,0.8835,0.0700461,0.00332821,0.00332821
2,423.776,0.61508,0.38617,0.85179,0.97939,0.94197,0.97873,0.85655,0.56355,0.33978,0.84163,0.0393866,0.00600205,0.00600205
3,612.38,0.57105,0.35312,0.84072,0.97952,0.94845,0.98255,0.87012,0.51757,0.32364,0.83265,0.0080671,0.00801589,0.00801589
4,802.159,0.54336,0.33376,0.83449,0.97735,0.95033,0.98431,0.87621,0.48887,0.30591,0.82521,0.00703,0.00703,0.00703
5,989.311,0.52075,0.31509,0.8302,0.97919,0.95156,0.98357,0.88611,0.46927,0.285,0.82065,0.00604,0.00604,0.00604
6,1184.62,0.49635,0.29859,0.82422,0.98003,0.95235,0.98552,0.89432,0.46056,0.27413,0.81945,0.00505,0.00505,0.00505
7,1376.69,0.48131,0.28721,0.82078,0.98264,0.95442,0.98578,0.90294,0.4283,0.25492,0.81292,0.00406,0.00406,0.00406
8,1566.68,0.464,0.27479,0.81762,0.98134,0.95835,0.98752,0.91115,0.41422,0.24595,0.81012,0.00307,0.00307,0.00307
9,1757.41,0.44908,0.2625,0.81371,0.98377,0.95667,0.98864,0.91914,0.3948,0.23241,0.80668,0.00208,0.00208,0.00208
10,1946.57,0.4321,0.24906,0.81097,0.98226,0.95877,0.98937,0.92274,0.38545,0.22398,0.80417,0.00109,0.00109,0.00109
