epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,222.751,0.68171,0.49353,0.86115,0.93991,0.92698,0.97036,0.81795,0.62682,0.44351,0.85138,0.0690975,0.00237967,0.00237967
2,411.036,0.6125,0.38766,0.8481,0.97581,0.94531,0.98174,0.86448,0.5143,0.33748,0.82859,0.0376766,0.00429206,0.00429206
3,593.097,0.57575,0.35833,0.83871,0.97543,0.94828,0.98003,0.86385,0.51784,0.32793,0.8303,0.00578435,0.00573315,0.00573315
4,775.804,0.54642,0.33635,0.8342,0.97579,0.95128,0.98231,0.87902,0.47972,0.30231,0.82615,0.00502913,0.00502913,0.00502913
5,958.358,0.51582,0.31367,0.82763,0.9795,0.95107,0.98406,0.89303,0.45983,0.28576,0.81916,0.00432217,0.00432217,0.00432217
6,1140.59,0.49333,0.29802,0.82294,0.98293,0.95293,0.98675,0.90763,0.42656,0.2587,0.81257,0.00361522,0.00361522,0.00361522
7,1323.65,0.47623,0.28503,0.81883,0.98148,0.95468,0.9876,0.90861,0.41769,0.25075,0.80979,0.00290826,0.00290826,0.00290826
8,1506.31,0.45997,0.27359,0.81559,0.9818,0.95729,0.9879,0.91627,0.40288,0.24143,0.80786,0.00220131,0.00220131,0.00220131
9,1689.22,0.44503,0.26148,0.81232,0.98144,0.95789,0.98884,0.91908,0.39199,0.23142,0.80558,0.00149435,0.00149435,0.00149435
10,1872.18,0.42772,0.24756,0.80939,0.98171,0.96133,0.99006,0.92285,0.38034,0.22154,0.80271,0.000787394,0.000787394,0.000787394
