epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,224.634,0.68477,0.49574,0.86874,0.96019,0.89496,0.95301,0.77761,0.69661,0.49161,0.87879,0.0700461,0.00332821,0.00332821
2,413.35,0.6126,0.38418,0.85359,0.97627,0.94228,0.97753,0.85166,0.53726,0.34333,0.83807,0.0393866,0.00600205,0.00600205
3,596.877,0.57354,0.35272,0.84254,0.97395,0.94259,0.97627,0.85523,0.52536,0.32829,0.83593,0.0080671,0.00801589,0.00801589
4,782.046,0.54455,0.32995,0.83662,0.97507,0.94693,0.98113,0.86853,0.52803,0.31638,0.83584,0.00703,0.00703,0.00703
5,967.954,0.509,0.30781,0.82962,0.97837,0.95275,0.98474,0.89524,0.4493,0.27414,0.81884,0.00604,0.00604,0.00604
6,1153.08,0.48473,0.29065,0.82345,0.9803,0.95368,0.98419,0.89645,0.43289,0.25993,0.81577,0.00505,0.00505,0.00505
7,1337.61,0.46478,0.27667,0.81899,0.97995,0.95618,0.98754,0.908,0.42212,0.24857,0.81344,0.00406,0.00406,0.00406
8,1520.97,0.45,0.26548,0.81629,0.98121,0.95902,0.98744,0.9117,0.39923,0.23681,0.80811,0.00307,0.00307,0.00307
9,1705.07,0.43374,0.25231,0.81269,0.98079,0.95806,0.98822,0.92031,0.38811,0.22825,0.80561,0.00208,0.00208,0.00208
10,1888.32,0.41759,0.23937,0.80986,0.98111,0.96005,0.98937,0.92316,0.38017,0.21979,0.80357,0.00109,0.00109,0.00109
